qual_ea,qual_ia,region,examine,subreg,fireyr,reg_code,proj_cod,fire_nam,plot_id,fld_date,fld_year,firedate,utmeast,utmnorth,utm_zone,gpsdatum,utme_rep,utmn_rep,utmz_rep,datumrep,gpserror,aspect,slope,radius_o,radius_u,n_photos,fuelphot,pctburnu,pctburno,precov_l,precov_d,precov_s,predep_l,predep_d,predep_f,a_moss,a_litter,a_duff,a_med_f,a_heavy_,a_soilc,a_sum,a_n,b_pre_co,b_enhanc,b_nvplnt,b_fol_al,b_living,b_coloni,b_sppcom,b_sum,b_n,c_pre_co,c_enhanc,c_fol_un,c_fol_al,c_living,c_chcove,c_coloni,c_sppcom,c_sum,c_n,d_pre_co,d_pre#li,d_pre#de,d_green,d_black,d_brown,d_canmor,d_charht,d_sum,d_n,d_girdl,d_felled,d_tmort,e_pre_co,e_pre#li,e_pre#de,e_green,e_black,e_brown,e_canmor,e_charht,e_sum,e_n,e_girdl,e_felled,e_tmort,tree_grd,tree_fel,tree_mor,s_undr,s_over,s_total,n_undr,n_over,n_total,a_mean,b_mean,c_mean,d_mean,e_mean,cbi_undr,cbi_over,cbi_totl,comment,firenam2,plot_id2
1,-9,CA,FX Crew training,CA_OTHER,2002.00,NPS_SEKI,hwy_2002,Highway,H2,01-OCT-2003,2003,07/01/2002,342452.0,4048623.0,11,NAD27,#NULL!,#NULL!,#NULL!,,4.6,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,95.0,67.0,#NULL!,28.0,.8,#NULL!,#NULL!,#NULL!,2.6,#NULL!,2.6,2.0,.3,7.50,4,25.0,100.0,#NULL!,2.5,1.9,2.5,1.5,8.40,4,3.0,100.0,3.0,2.9,2.5,#NULL!,#NULL!,2.5,10.90,4,25.0,6,#NULL!,3.00,.50,2.50,3.0,3.0,12.00,5,.0,.0,100.0,12.0,6,#NULL!,2.5,.1,2.5,2.8,3.0,10.90,5,.0,.0,80.0,#NULL!,#NULL!,#NULL!,26.80,22.90,49.70,12,10,22,1.88,2.10,2.73,2.40,2.18,2.23,2.29,2.26,"Area burned in early 90s. 2002 Highway burn in this area was quite hot. 25% - PIPI,CADE,ABCO mix. lots of linanthus, gayophytum",Highway,H2
1,-9,CA,FX Crew training,CA_OTHER,2002.00,NPS_SEKI,hwy_2002,Highway,H4,01-OCT-2003,2003,07/01/2002,342087.0,4048674.0,11,NAD27,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,10.0,70.0,#NULL!,20.0,.3,#NULL!,1.0,#NULL!,.4,#NULL!,.1,.0,.0,.50,4,20.0,#NULL!,#NULL!,.0,.0,.0,.0,.00,4,2.0,#NULL!,.0,.0,.0,#NULL!,#NULL!,.0,.00,4,20.0,25,#NULL!,.00,.00,.00,.0,.0,.00,5,.0,.0,.0,20.0,5,#NULL!,.0,.0,.0,.0,.0,.00,5,.0,.0,.0,#NULL!,#NULL!,#NULL!,.50,.00,.50,12,10,22,.13,.00,.00,.00,.00,.04,.00,.02,CADE 20%. Plot previously burned in 1995. Based on evaluating portion of burn from 2002.,Highway,H4
1,-9,CA,Webster/Erdody,CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P1,06-OCT-2003,2003,07/01/2002,361171.0,4101782.0,11,NAD27,#NULL!,#NULL!,#NULL!,,9.1,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,.0,25.0,25.0,75.0,.5,.8,.3,#NULL!,.0,.0,.0,.0,.0,.00,5,25.0,100.0,#NULL!,.0,.0,.0,.0,.00,4,1.0,100.0,.0,.0,.0,#NULL!,#NULL!,.0,.00,4,.0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,.0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,.00,.00,13,0,13,.00,.00,.00,#NULL!,#NULL!,.00,#NULL!,.00,"Talus slope unburned.  Roughly 25% cover of shrubs growing out of rock crevices.  ARTR 10%, RIIN 15%, CARO 2%",Palisade,P1
1,-9,CA,"Caprio,Reeves,Kane",CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P2,07-OCT-2003,2003,07/01/2002,365294.0,4101658.0,11,NAD27,#NULL!,#NULL!,#NULL!,,3.0,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,43.0,45.0,45.0,60.0,.5,.8,1.8,#NULL!,.8,1.0,2.0,3.0,.7,7.50,5,37.0,#NULL!,#NULL!,1.5,1.5,1.3,1.0,5.30,4,2.0,#NULL!,2.2,2.2,2.2,#NULL!,#NULL!,2.5,9.10,4,1.0,1,#NULL!,1.00,.00,1.00,1.1,1.5,4.60,5,.0,.0,.0,25.0,5,#NULL!,1.3,.0,1.2,1.1,.6,4.20,5,.0,.0,.0,#NULL!,#NULL!,#NULL!,21.90,8.80,30.70,13,10,23,1.50,1.33,2.28,.92,.84,1.68,.88,1.33,"PIMO 8%
PICO 3 %
ABMA 15%
CHSE 30%
Elymus sp. 2.5%",Palisade,P2
1,-9,CA,"Webster, Erdody",CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P3,08-OCT-2003,2003,07/01/2002,365260.0,4102285.0,11,NAD27,#NULL!,#NULL!,#NULL!,,4.9,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,.0,25.0,20.0,80.0,.3,.3,.1,#NULL!,.0,.0,.0,.0,.0,.00,5,35.0,#NULL!,#NULL!,.0,.0,.0,.0,.00,4,35.0,#NULL!,.0,.0,.0,#NULL!,#NULL!,.0,.00,4,3.0,1,#NULL!,.00,.00,.00,.0,.0,.00,5,.0,.0,.0,.0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,.00,.00,13,5,18,.00,.00,.00,.00,#NULL!,.00,.00,.00,"Unburned
PICO/ARPA/JUOC mix in rocks
PICO 20%, JUOC 15%, ARPA 30%, Carex 10%",Palisade,P3
1,-9,CA,"Webster, Erdody",CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P4,07-OCT-2003,2003,07/01/2002,364127.0,4101564.0,11,NAD27,#NULL!,#NULL!,#NULL!,,4.6,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,.0,20.0,20.0,80.0,#NULL!,#NULL!,.3,#NULL!,.0,.0,.0,.0,.0,.00,5,#NULL!,#NULL!,#NULL!,.0,.0,.0,.0,.00,4,#NULL!,#NULL!,.0,.0,.0,#NULL!,#NULL!,.0,.00,4,.0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,.0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,.00,.00,13,0,13,.00,.00,.00,#NULL!,#NULL!,.00,#NULL!,.00,Unburned montane chaparral,Palisade,P4
0,-9,CA,"Folger, Reeves",CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P5,08-OCT-2003,2003,07/01/2002,362913.0,4101326.0,11,NAD27,#NULL!,#NULL!,#NULL!,,6.1,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,80.0,90.0,90.0,15.0,1.0,2.0,5.0,#NULL!,1.7,2.0,2.5,2.6,2.5,11.30,5,35.0,#NULL!,#NULL!,.6,1.2,1.0,.2,3.00,4,7.0,#NULL!,3.0,3.0,3.0,#NULL!,#NULL!,3.0,12.00,4,25.0,15,#NULL!,2.00,.00,2.00,2.0,.5,6.50,5,.0,6.0,50.0,50.0,17,#NULL!,1.0,.0,1.0,.0,.5,2.50,5,.0,.0,.0,#NULL!,#NULL!,#NULL!,26.30,9.00,35.30,13,10,23,2.26,.75,3.00,1.30,.50,2.02,.90,1.53,"50% PICO
7% ABMA
7% PIMO
20% PTAQ - large unburned patch
Original Plot 5 unburned - moved new loc to PICO forest area",Palisade,P5
1,-9,CA,"Caprio, Reeves, Kane",CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P6,07-OCT-2003,2003,07/01/2002,365303.0,4101865.0,11,NAD27,#NULL!,#NULL!,#NULL!,,2.9,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,.0,30.0,15.0,30.0,.2,.1,.6,#NULL!,.0,.0,.0,.0,.0,.00,5,65.0,#NULL!,#NULL!,.0,.0,.0,.0,.00,4,.0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,3.0,1,#NULL!,.00,.00,.00,.0,.0,.00,5,.0,.0,.0,.0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,.00,.00,9,5,14,.00,.00,#NULL!,.00,#NULL!,.00,.00,.00,"ARTR 28%
CECO 12%
ARPA 4%
carex sp. 35 %
Cercocarpus 2%
Unburned",Palisade,P6
1,-9,CA,"Caprio, Kane, Reeves",CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P7,06-OCT-2003,2003,07/01/2002,362353.0,4101434.0,11,NAD27,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,85.0,85.0,75.0,15.0,1.0,.2,2.0,#NULL!,1.9,2.4,1.5,1.1,2.1,9.00,5,50.0,#NULL!,#NULL!,1.6,1.5,2.0,2.0,7.10,4,5.0,#NULL!,3.0,2.6,3.0,#NULL!,#NULL!,2.5,11.10,4,35.0,35,#NULL!,2.60,1.00,2.30,2.0,.8,8.70,5,.0,7.0,70.0,.0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,27.20,8.70,35.90,13,5,18,1.80,1.78,2.78,1.74,#NULL!,2.09,1.74,1.99,"PICO 35%pre, 15%post
ABMA 5%pre, 2%post
Carex 25%",Palisade,P7
1,-9,CA,"Folger, Reeves",CA_OTHER,2002.00,NPS_SEKI,pal_2002,Palisade,P8,08-OCT-2003,2003,07/01/2002,363474.0,4101588.0,11,NAD27,#NULL!,#NULL!,#NULL!,,7.6,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,50.0,80.0,80.0,20.0,.8,1.0,3.0,#NULL!,1.0,1.0,1.0,.3,2.0,5.30,5,5.0,#NULL!,#NULL!,.7,1.2,.1,.0,2.00,4,25.0,100.0,1.2,1.2,1.3,#NULL!,#NULL!,1.1,4.80,4,20.0,7,#NULL!,.80,.00,1.00,.8,.7,3.30,5,.0,1.0,12.0,25.0,6,#NULL!,.0,.0,.0,.0,.1,.10,5,.0,.0,.0,#NULL!,#NULL!,#NULL!,12.10,3.40,15.50,13,10,23,1.06,.50,1.20,.66,.02,.93,.34,.67,"15% PIMO
15% ABMA
10% PICO
2% PREM - questionable species call
few rhododendron like shrubs",Palisade,P8
