qual_ea,qual_ia,region,examine,subreg,fireyr,reg_code,proj_cod,fire_nam,plot_id,fld_date,fld_year,firedate,utmeast,utmnorth,utm_zone,gpsdatum,utme_rep,utmn_rep,utmz_rep,datumrep,gpserror,aspect,slope,radius_o,radius_u,n_photos,fuelphot,pctburnu,pctburno,precov_l,precov_d,precov_s,predep_l,predep_d,predep_f,a_moss,a_litter,a_duff,a_med_f,a_heavy_,a_soilc,a_sum,a_n,b_pre_co,b_enhanc,b_nvplnt,b_fol_al,b_living,b_coloni,b_sppcom,b_sum,b_n,c_pre_co,c_enhanc,c_fol_un,c_fol_al,c_living,c_chcove,c_coloni,c_sppcom,c_sum,c_n,d_pre_co,d_pre#li,d_pre#de,d_green,d_black,d_brown,d_canmor,d_charht,d_sum,d_n,d_girdl,d_felled,d_tmort,e_pre_co,e_pre#li,e_pre#de,e_green,e_black,e_brown,e_canmor,e_charht,e_sum,e_n,e_girdl,e_felled,e_tmort,tree_grd,tree_fel,tree_mor,s_undr,s_over,s_total,n_undr,n_over,n_total,a_mean,b_mean,c_mean,d_mean,e_mean,cbi_undr,cbi_over,cbi_totl,comment,firenam2,plot_id2
1,-9,NROCK,"Seifert, Miller",NR_YELL,2001.00,NPS_YELL,2001_EA,Arthur,A4,30-JUL-2002,2002,29-JUL-200,577029.0,4924823.0,12,NAD83,577090.3,4924613.1,12,NAD27,11.4,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.0,2.0,2.1,2.0,.5,8.60,5,#NULL!,#NULL!,#NULL!,#NULL!,2.0,2.0,2.6,6.60,3,#NULL!,#NULL!,#NULL!,2.5,#NULL!,#NULL!,2.5,2.5,7.50,3,#NULL!,#NULL!,#NULL!,3.00,2.70,2.70,#NULL!,3.0,11.40,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.0,2.9,2.9,#NULL!,2.9,11.70,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,22.70,23.10,45.80,11,8,19,1.72,2.20,2.50,2.85,2.93,2.06,2.89,2.41,,Arthur,A4
1,-9,NROCK,"Seifert, Miller",NR_YELL,2001.00,NPS_YELL,2001_EA,Arthur,A5,30-JUL-2002,2002,29-JUL-200,576946.0,4924758.0,12,NAD83,577007.3,4924548.1,12,NAD27,13.7,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.0,1.6,2.0,2.2,.5,8.30,5,#NULL!,#NULL!,#NULL!,#NULL!,2.0,2.0,2.0,6.00,3,#NULL!,#NULL!,#NULL!,2.5,#NULL!,#NULL!,2.3,1.7,6.50,3,#NULL!,#NULL!,#NULL!,3.00,1.60,2.00,#NULL!,2.3,8.90,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.8,2.0,2.4,#NULL!,2.7,9.90,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20.80,18.80,39.60,11,8,19,1.66,2.00,2.17,2.23,2.48,1.89,2.35,2.08,,Arthur,A5
1,-9,NROCK,"Seifert, Miller",NR_YELL,2001.00,NPS_YELL,2001_EA,Arthur,A6,30-JUL-2002,2002,29-JUL-200,576653.0,4924751.0,12,NAD83,576714.3,4924541.1,12,NAD27,6.5,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.5,1.2,1.3,2.0,.7,6.70,5,#NULL!,#NULL!,#NULL!,#NULL!,2.0,1.7,2.5,6.20,3,#NULL!,#NULL!,#NULL!,2.7,#NULL!,#NULL!,2.4,2.6,7.70,3,#NULL!,#NULL!,#NULL!,3.00,3.00,3.00,#NULL!,2.5,11.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.0,3.0,3.0,#NULL!,2.5,11.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20.60,23.00,43.60,11,8,19,1.34,2.07,2.57,2.88,2.88,1.87,2.88,2.29,,Arthur,A6
1,-9,NROCK,"Seifert, Miller",NR_YELL,2001.00,NPS_YELL,2001_EA,Arthur,A7,30-JUL-2002,2002,29-JUL-200,576537.0,4924718.0,12,NAD83,576598.3,4924508.1,12,NAD27,9.0,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.5,2.5,2.5,2.5,2.5,12.50,5,#NULL!,#NULL!,#NULL!,#NULL!,2.5,2.5,2.7,7.70,3,#NULL!,#NULL!,#NULL!,2.3,#NULL!,#NULL!,2.6,2.8,7.70,3,#NULL!,#NULL!,#NULL!,3.00,2.80,3.00,#NULL!,2.8,11.60,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.0,2.8,2.7,#NULL!,3.0,11.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,27.90,23.10,51.00,11,8,19,2.50,2.57,2.57,2.90,2.88,2.54,2.89,2.68,,Arthur,A7
1,-9,NROCK,"Seifert, Miller",NR_YELL,2001.00,NPS_YELL,2001_EA,Arthur,A8,30-JUL-2002,2002,29-JUL-200,576480.0,4924679.0,12,NAD83,576541.3,4924469.1,12,NAD27,14.4,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.0,1.0,1.0,.7,.3,4.00,5,#NULL!,#NULL!,#NULL!,#NULL!,1.6,1.2,1.8,4.60,3,#NULL!,#NULL!,#NULL!,1.2,#NULL!,#NULL!,1.2,1.3,3.70,3,#NULL!,#NULL!,#NULL!,3.00,.00,2.00,#NULL!,.5,5.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.0,.0,2.0,#NULL!,1.5,5.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,12.30,11.00,23.30,11,8,19,.80,1.53,1.23,1.38,1.38,1.12,1.38,1.23,,Arthur,A8
1,-9,NROCK,"Seifert, Miller",NR_YELL,2001.00,NPS_YELL,2001_EA,Arthur,A9,30-JUL-2002,2002,29-JUL-200,576652.0,4924664.0,12,NAD83,576713.3,4924454.1,12,NAD27,10.8,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.5,1.2,1.5,2.0,1.0,7.20,5,#NULL!,#NULL!,#NULL!,#NULL!,1.6,1.6,2.0,5.20,3,#NULL!,#NULL!,#NULL!,2.5,#NULL!,#NULL!,2.0,2.2,6.70,3,#NULL!,#NULL!,#NULL!,3.00,2.50,2.50,#NULL!,2.5,10.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.0,2.0,2.0,#NULL!,2.7,9.70,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,19.10,20.20,39.30,11,8,19,1.44,1.73,2.23,2.63,2.43,1.74,2.53,2.07,,Arthur,A9
1,-9,NROCK,Miller,NR_YELL,2000.00,NPS_YELL,2000_EA,Boundary00,B15,15-NOV-2001,2001,15-AUG-200,515549.0,4888531.0,12,NAD83,515610.9,4888322.2,12,NAD27,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.5,2.0,2.1,2.2,#NULL!,7.80,4,#NULL!,#NULL!,#NULL!,#NULL!,1.8,1.5,1.7,5.00,3,#NULL!,#NULL!,#NULL!,2.7,#NULL!,#NULL!,1.5,1.8,6.00,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.0,1.0,2.0,#NULL!,.5,6.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,18.80,6.50,25.30,10,4,14,1.95,1.67,2.00,#NULL!,1.63,1.88,1.63,1.81,,Boundary00,B15
1,-9,NROCK,Miller,NR_YELL,2000.00,NPS_YELL,2000_EA,Boundary00,B13,15-NOV-2001,2001,15-AUG-200,515587.0,4888436.0,12,NAD83,515648.9,4888226.8,12,NAD27,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.5,2.7,2.8,2.8,#NULL!,9.80,4,#NULL!,#NULL!,#NULL!,#NULL!,2.3,2.5,2.0,6.80,3,#NULL!,#NULL!,#NULL!,2.8,#NULL!,#NULL!,2.9,2.5,8.20,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,24.80,.00,24.80,10,0,10,2.45,2.27,2.73,#NULL!,#NULL!,2.48,#NULL!,2.48,This is a reburn of the '88 fire.  Contains LP0 w/ elk sedge.  Many snags from '88 were down creating a mod/high loading.  No overstory.,Boundary00,B13
1,-9,NROCK,Miller,NR_YELL,2000.00,NPS_YELL,2000_EA,Boundary00,B14,15-NOV-2001,2001,15-AUG-200,515638.0,4888537.0,12,NAD83,515699.9,4888328.2,12,NAD27,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.6,1.5,.6,.6,#NULL!,3.30,4,#NULL!,#NULL!,#NULL!,#NULL!,.3,.5,.8,1.60,3,#NULL!,#NULL!,#NULL!,2.5,#NULL!,#NULL!,1.0,1.0,4.50,3,#NULL!,#NULL!,#NULL!,3.00,.00,2.00,#NULL!,.3,5.30,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.0,.0,1.0,#NULL!,.5,4.50,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9.40,9.80,19.20,10,8,18,.83,.53,1.50,1.33,1.13,.94,1.23,1.07,,Boundary00,B14
1,-9,NROCK,Miller,NR_YELL,2000.00,NPS_YELL,2000_EA,Boundary00,B16,15-NOV-2001,2001,15-AUG-200,515131.0,4888317.0,12,NAD83,515192.9,4888108.2,12,NAD27,5.3,,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.5,2.5,2.5,2.6,#NULL!,10.10,4,#NULL!,#NULL!,#NULL!,#NULL!,2.5,2.5,2.5,7.50,3,#NULL!,#NULL!,#NULL!,2.7,#NULL!,#NULL!,2.7,2.7,8.10,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,.00,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.0,1.0,2.0,#NULL!,1.7,7.70,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25.70,7.70,33.40,10,4,14,2.53,2.50,2.70,#NULL!,1.93,2.57,1.93,2.39,,Boundary00,B16
