system:index,RdEVI,RdNBR,RdNBR2,RdNDVI,aspect,date,elev,focal_mean_evi_1,focal_mean_evi_2,focal_mean_evi_3,focal_mean_evi_4,focal_mean_ndvi_1,focal_mean_ndvi_2,focal_mean_ndvi_3,focal_mean_ndvi_4,focal_mean_ndwi_1,focal_mean_ndwi_2,focal_mean_ndwi_3,focal_mean_ndwi_4,het_evi_1,het_evi_2,het_evi_3,het_evi_4,het_ndvi_1,het_ndvi_2,het_ndvi_3,het_ndvi_4,het_ndwi_1,het_ndwi_2,het_ndwi_3,het_ndwi_4,ordinal_day,lat,lon,median_evi,median_ndvi,median_ndwi,satellite,slope,.geo
0000b41e45a508b01255_0,19.44562435,17.19303736,10.44200296,7.798867265,105,1.21498E+12,857,2.012551468,1.907855699,1.878987425,1.831355223,0.760046482,0.741210818,0.730864823,0.712183535,0.336038619,0.309441149,0.296699911,0.274155676,0.143549501,0.187904995,0.198392375,0.205296846,0.017647038,0.03154993,0.041488254,0.055235896,0.032856437,0.046258767,0.068348242,0.074527875,183,39.88721982,-121.375645,2.125019632,0.803434014,0.404334664,5,29,
0000b41e45a508b01255_1,20.82078926,24.26164779,13.86583485,12.10113551,87,1.21498E+12,1221,1.466249863,1.406624266,1.401718221,1.433869531,0.588397741,0.572122872,0.566839278,0.577435613,0.087916091,0.072807342,0.07521008,0.087425984,0.10808844,0.169600425,0.216885611,0.210166462,0.032336229,0.042350656,0.056704673,0.062201567,0.025764992,0.035848235,0.04562185,0.050906911,183,39.95540195,-121.3160867,1.57710106,0.578745544,0.05858586,5,39,
0000b41e45a508b01255_2,7.910943799,8.855310361,4.166992481,4.550246481,232,1.21498E+12,1052,1.720736907,1.447046727,1.361378171,1.379740177,0.691101491,0.621182323,0.600765109,0.607097447,0.288757652,0.217639625,0.187781408,0.193154916,0.408319925,0.537700723,0.57894683,0.5417057,0.097324837,0.142657829,0.153020435,0.148221356,0.144115834,0.195899181,0.208377578,0.206694946,183,39.84329221,-121.5211721,1.862557145,0.751338482,0.394599706,5,3,
0000b41e45a508b01255_4,25.35213062,26.36621523,14.28208091,11.74975467,257,1.21498E+12,835,2.141711322,2.118676762,2.138333317,2.135651792,0.811684191,0.802752256,0.804410875,0.804555357,0.403712213,0.398607194,0.399526983,0.397761464,0.150797646,0.147410689,0.159111482,0.152484068,0.018825356,0.031567808,0.031692439,0.029678532,0.020625139,0.027857014,0.03178786,0.030369951,183,39.77160665,-121.5400367,2.173863882,0.813274145,0.400085688,5,23,
0000b41e45a508b01255_5,39.92920462,31.35876231,15.31956953,20.70826134,208,1.21498E+12,1093,1.819527482,1.933490231,1.966238082,2.006600385,0.754155397,0.764018536,0.769144595,0.772308111,0.446032971,0.452571183,0.456692547,0.457106471,0.094814192,0.167940309,0.163564528,0.181081775,0.017101854,0.021414227,0.025998126,0.026597531,0.022556399,0.03021509,0.042864405,0.043471946,183,39.82820051,-121.5087754,1.879088021,0.763177454,0.430598408,5,15,
0000b41e45a508b01255_7,12.63132723,11.48896746,4.106314853,5.579686993,184,1.21498E+12,1285,1.272306068,1.302786834,1.341287782,1.372931315,0.582042634,0.584496737,0.59082669,0.601026237,0.179691926,0.179650307,0.181044817,0.190200135,0.145374332,0.194404807,0.222382722,0.229629503,0.049800242,0.060255705,0.068557667,0.0690359,0.065811423,0.082383861,0.08729741,0.089560433,183,39.87697903,-121.4271185,1.255947498,0.579787254,0.143249929,5,16,
0000b41e45a508b01255_8,13.96259541,13.26394179,6.051030212,10.13577991,131,1.21498E+12,987,2.042280727,2.028877275,2.011575087,1.963330392,0.701781988,0.708055854,0.710607708,0.702085078,0.335118115,0.329165041,0.316127121,0.29416272,0.263808572,0.241630625,0.23152759,0.261404361,0.104562678,0.082464123,0.070780321,0.068517084,0.072520834,0.076679192,0.081313644,0.098244363,183,39.91982867,-121.354894,2.002656611,0.701281428,0.328879952,5,23,
0000b41e45a508b01255_9,17.24255171,18.1922539,10.67211362,9.559365743,192,1.21498E+12,724,2.22149566,2.251256557,2.239518897,2.211601434,0.803787827,0.805001259,0.804014564,0.802627921,0.457425028,0.460721374,0.447745323,0.439953536,0.183148049,0.155338665,0.177168858,0.194044016,0.016895065,0.014457837,0.014340978,0.015983236,0.021981286,0.022979197,0.027396441,0.028394346,183,39.8139173,-121.4683512,2.294712146,0.818474412,0.469101131,5,17,
0000b41e45a508b01255_10,3.198432947,8.789901665,4.328532233,2.31819855,319,1.21498E+12,977,1.25232614,1.269297878,1.259497409,1.319550724,0.51292491,0.521223605,0.530093193,0.54483223,0.114915006,0.123724885,0.126331925,0.149772078,0.365762173,0.339792317,0.325402808,0.403740722,0.122592061,0.109395787,0.108473292,0.125374593,0.09642735,0.104192458,0.111757025,0.137539506,183,39.83817181,-121.5327604,1.228484963,0.49674952,0.104401805,5,11,
0000b41e45a508b01255_11,10.28820674,19.20837785,7.659810948,6.421485131,163,1.21498E+12,1207,1.074483084,1.055201172,1.083674994,1.144286875,0.417085588,0.416476011,0.431828737,0.455018759,-0.023537928,-0.02415511,-0.00825115,0.012158615,0.291245256,0.295030204,0.341069619,0.418597413,0.101453174,0.108199875,0.1251471,0.152034121,0.105290752,0.093029996,0.100984469,0.124424719,183,39.9384238,-121.3306394,1.058359807,0.43048659,-0.013843788,5,24,
0000b41e45a508b01255_12,30.3615759,30.38234853,13.11386462,16.57294382,160,1.21498E+12,1103,1.407072682,1.270035833,1.223039224,1.204073525,0.615049839,0.583821654,0.565407276,0.557902396,0.205598265,0.173086941,0.159871548,0.15290083,0.41671268,0.438526848,0.444382,0.451372929,0.117753067,0.126871925,0.13045375,0.131161546,0.167085274,0.173213794,0.177091136,0.174710444,183,39.82227163,-121.503655,1.668210693,0.690844238,0.277341127,5,7,
0000b41e45a508b01255_13,32.66381148,33.34477749,15.13271103,17.80548378,213,1.21498E+12,1201,1.920363691,1.882079522,1.871119624,1.868146751,0.772449672,0.7604689,0.757079899,0.756381452,0.463629037,0.443430573,0.435245156,0.435008854,0.156485502,0.190461574,0.217606179,0.220808732,0.023227523,0.042454061,0.050577045,0.052721065,0.054989692,0.090432667,0.102248613,0.100372123,183,39.84544816,-121.4605358,1.89524838,0.779299855,0.461679965,5,7,
0000b41e45a508b01255_14,19.03229913,25.35555178,11.20292688,10.18488437,151,1.21498E+12,880,1.686934402,1.737815456,1.784835714,1.796897621,0.668888807,0.677970171,0.684925556,0.693976223,0.200251028,0.198726714,0.205013245,0.215263903,0.234353574,0.215438646,0.200440857,0.186141049,0.073658063,0.069030157,0.063928757,0.058338573,0.091296015,0.091448658,0.082835492,0.07469753,183,39.75705394,-121.4869463,1.712662929,0.668561339,0.21452333,5,31,
0000b41e45a508b01255_15,4.500393585,9.658211796,6.042412911,2.388500247,125,1.21498E+12,1611,1.154184562,1.179871316,1.224892142,1.26250506,0.545460165,0.555106878,0.567027271,0.577775717,0.054266311,0.056797147,0.076068386,0.08958631,0.149818872,0.140110382,0.194342727,0.210652202,0.021610228,0.033807747,0.048385027,0.060782476,0.040105986,0.04924992,0.075818375,0.080294357,183,39.97938697,-121.3058459,1.157650384,0.513532758,0.016746411,5,20,
0000b41e45a508b01255_16,5.726645457,6.90342127,5.757939685,2.513128474,90,1.21498E+12,1650,1.816166716,1.791253071,1.827447667,1.829186307,0.698167205,0.701053262,0.708981335,0.708774984,0.41560784,0.429514498,0.434583902,0.424717784,0.099056357,0.177862279,0.166800979,0.17070264,0.02215816,0.030016799,0.027744892,0.027692501,0.062922654,0.08473343,0.080645608,0.073795324,183,39.9580969,-121.3850773,1.801643052,0.701169252,0.447921664,5,8,
0000b41e45a508b01255_17,7.112513097,10.27766789,4.435555674,4.574183876,140,1.21498E+12,1206,1.684436691,1.749310836,1.754103766,1.799529025,0.685670257,0.716816962,0.719205022,0.725798011,0.29604739,0.304593265,0.308212489,0.316098928,0.122272409,0.14581617,0.183555977,0.19728853,0.031873936,0.038782038,0.05188493,0.050276227,0.054954442,0.057930847,0.071975377,0.069617398,183,39.8737451,-121.3972046,1.694557515,0.683698297,0.290043294,5,26,
0000b41e45a508b01255_18,26.3194966,26.03008836,9.108963357,15.10789229,82,1.21498E+12,1242,1.662231575,1.680147568,1.664107425,1.695094793,0.686355412,0.686938822,0.678855956,0.688225031,0.338454992,0.338626355,0.319670588,0.322904795,0.228008382,0.288843006,0.275598132,0.270523618,0.054204402,0.072461947,0.074084438,0.066711945,0.071770725,0.094751753,0.093524193,0.092294421,183,39.87293661,-121.4602663,1.649289951,0.675503731,0.371046215,5,13,
0000b41e45a508b01255_19,19.87314241,25.76424292,14.47305856,12.64310818,243,1.21498E+12,894,1.963865675,1.875141317,1.796995434,1.709690287,0.759785414,0.728444636,0.704984188,0.682939529,0.366070539,0.335346639,0.301749825,0.271690398,0.178738596,0.228420208,0.234303759,0.266329457,0.048088697,0.058434357,0.066407656,0.07048245,0.072772865,0.087526688,0.095053845,0.095279732,183,39.8087969,-121.4891023,1.967592593,0.776340842,0.416439176,5,25,
0000b41e45a508b01255_22,23.04465742,15.52069762,9.622937455,8.696156744,101,1.21498E+12,857,2.229033145,2.098200059,2.127863125,2.112065577,0.780008733,0.762987852,0.762754142,0.761269808,0.405250371,0.381822735,0.381863892,0.383998483,0.164914342,0.18814963,0.209857814,0.212087503,0.018930939,0.024580501,0.036020257,0.038985811,0.025038168,0.033007476,0.046721497,0.05322575,183,39.8435617,-121.4225371,2.475372279,0.806644261,0.415072471,5,14,
0000b41e45a508b01255_23,8.174259897,10.35229951,5.498920085,4.30746116,115,1.21498E+12,1279,1.728648678,1.670549117,1.648028799,1.623532184,0.682818234,0.667396784,0.658387423,0.648420215,0.295929521,0.282082111,0.276584685,0.263553619,0.147247729,0.169659176,0.175741438,0.234258667,0.018261221,0.035594699,0.041481498,0.058411146,0.035848243,0.051267774,0.055566164,0.077656068,183,39.86566026,-121.4052894,1.730831364,0.693576634,0.268106192,5,26,
0000b41e45a508b01255_24,0.594499286,2.112393498,0.242702853,-0.005879528,87,1.21498E+12,1288,1.647965458,1.509919082,1.414602852,1.371530085,0.669504642,0.645614982,0.612426102,0.591717064,0.27641362,0.213466346,0.167711943,0.134657636,0.339609075,0.349313554,0.34657143,0.385570983,0.082022772,0.091551774,0.099544498,0.114345873,0.118731061,0.135512319,0.155113503,0.166839363,183,39.93276441,-121.376723,1.814301973,0.737186909,0.399565339,5,16,
0000b41e45a508b01255_25,13.67845596,8.841608086,4.166140685,4.686758965,307,1.21498E+12,1381,1.661006237,1.6097903,1.556814707,1.48504041,0.695355654,0.69382906,0.681319296,0.657783926,0.354351223,0.326955587,0.290931135,0.256267101,0.132573627,0.185615561,0.207916889,0.222632998,0.018984169,0.030558494,0.041500119,0.064676335,0.028489906,0.038524508,0.049548685,0.084643538,183,39.88695033,-121.4101403,1.837606838,0.705446601,0.405890793,5,18,
0000b41e45a508b01255_26,0.610103973,3.966443809,0.521538438,0.585691446,171,1.21498E+12,681,1.431029584,1.472779314,1.456878391,1.494876604,0.596703172,0.619543314,0.61827594,0.629908979,0.143160149,0.177756026,0.179453805,0.193042859,0.255555755,0.239050474,0.295368822,0.350796596,0.055710773,0.048519171,0.075791284,0.089283277,0.068621996,0.071597267,0.095001307,0.103380246,183,39.78562037,-121.5219806,1.171284635,0.519400954,0.089552239,5,7,
0000b41e45a508b01255_27,26.47520604,25.67643415,9.120553154,12.26151707,260,1.21498E+12,851,1.41055049,1.349986824,1.301165276,1.292020571,0.543474317,0.525880337,0.519314468,0.520713866,0.09120132,0.067621745,0.072537296,0.07827276,0.188312404,0.293516081,0.308849494,0.343091759,0.046696549,0.072062323,0.082933722,0.092167258,0.060529273,0.085900296,0.092957659,0.099434856,183,39.77457109,-121.4729326,1.533414338,0.575205088,0.1359258,5,16,
0000b41e45a508b01255_29,10.86024179,11.70137376,7.663641795,3.529848168,233,1.21498E+12,1738,1.512114264,1.539835817,1.508547611,1.470116499,0.625844121,0.628474057,0.628764093,0.621726274,0.324136108,0.313722074,0.307633072,0.283770323,0.111400106,0.125400296,0.15967523,0.174014067,0.0317714,0.032325697,0.044694614,0.050599019,0.041309315,0.047735629,0.081606165,0.10017243,183,39.95998336,-121.354894,1.646521199,0.609209061,0.287351757,5,6,
0000b41e45a508b01255_30,6.557239957,12.48831021,4.961068578,2.75825337,132,1.21498E+12,1116,1.256997542,1.339538307,1.355982196,1.339070208,0.548121691,0.581345379,0.584458768,0.573736787,0.079576857,0.121250816,0.132683024,0.122150019,0.303592945,0.340578383,0.364908739,0.39156532,0.101649473,0.115407336,0.124262106,0.127405958,0.13000125,0.158131065,0.172874813,0.180869903,183,39.86619925,-121.4325084,1.160464466,0.511563361,0.004714081,5,17,
0000b41e45a508b01255_31,10.3390002,7.763437381,2.205193115,3.942272289,291,1.21498E+12,1364,1.605787326,1.652197647,1.626593059,1.562437208,0.651820064,0.661495388,0.654269755,0.623957992,0.319833696,0.306347609,0.286134571,0.260155469,0.23376101,0.226868956,0.274008756,0.351483737,0.037176191,0.038789977,0.068439374,0.110463451,0.051408484,0.067883332,0.11000735,0.152612087,183,39.92764401,-121.375645,1.634532991,0.670440257,0.346476823,5,24,
0000b41e45a508b01255_32,12.51150436,15.31847486,8.307763826,6.931375993,141,1.21498E+12,919,1.919068161,1.940046312,1.921050155,1.96120232,0.728615046,0.73114109,0.73481673,0.738903522,0.305012524,0.316472858,0.320535451,0.330097437,0.15719851,0.189861085,0.240310191,0.247805912,0.042960068,0.046422892,0.062272981,0.062532647,0.053723612,0.054209982,0.066238048,0.068378648,183,39.86754672,-121.3934317,1.953357592,0.731446564,0.312202096,5,36,
0000b41e45a508b01255_36,15.97230191,9.15483311,3.66158093,6.766265825,90,1.21498E+12,1219,2.018074854,1.982416078,1.97263057,1.972729397,0.782612681,0.786833644,0.781179011,0.777743399,0.497038782,0.496986628,0.487699777,0.48445493,0.146037066,0.144710147,0.163658102,0.162714019,0.009409017,0.01806572,0.025297134,0.028060266,0.016507207,0.023427201,0.040431387,0.041597443,183,39.85029907,-121.4629613,1.999441757,0.785824358,0.502755284,5,8,
0000b41e45a508b01255_37,6.784757873,11.42000555,8.764059833,5.018425278,67,1.21498E+12,608,2.100315159,2.051501275,2.021616782,2.014389909,0.788211167,0.782571495,0.77098763,0.756788015,0.397028565,0.382992655,0.37516132,0.357068151,0.109203512,0.124781396,0.266708483,0.344912956,0.014793629,0.027870053,0.058737772,0.082549292,0.034232944,0.055658198,0.079894995,0.106895823,183,39.78831531,-121.4556849,2.077326343,0.800280511,0.465631425,5,37,
0000b41e45a508b01255_39,8.582196455,12.23521842,4.872989814,4.174401943,59,1.21498E+12,1405,1.122486388,1.087114258,1.11023176,1.114635088,0.430137604,0.433142662,0.459219813,0.468294382,0.036337931,0.034089178,0.05324677,0.065792501,0.139043662,0.237825921,0.253880235,0.264812012,0.062845554,0.089656531,0.108843843,0.11466412,0.058926088,0.082831723,0.103799699,0.117401298,183,39.90797091,-121.3901977,1.096672854,0.408728033,0.038650185,5,19,
0000b41e45a508b01255_42,4.640803757,4.369110779,3.543828022,2.450338987,320,1.21498E+12,775,2.227921508,2.179700738,2.21090058,2.253523177,0.782191873,0.776120007,0.774071932,0.774296463,0.400432646,0.400539458,0.404387861,0.407376468,0.198465913,0.185933249,0.214532471,0.219387904,0.017807266,0.017036274,0.018822647,0.022122753,0.019319885,0.026301669,0.031780131,0.033151535,183,39.85757542,-121.5246755,2.259858443,0.785497487,0.404244035,5,20,
0000b41e45a508b01255_43,32.37077793,28.76645324,11.75532279,16.05164015,202,1.21498E+12,1175,1.713899746,1.645060813,1.64241221,1.622216946,0.685779691,0.65628612,0.653905928,0.649818838,0.290827543,0.257324189,0.235769019,0.226236507,0.19719012,0.282057974,0.302156052,0.301966117,0.060774406,0.085098672,0.090091224,0.089041267,0.089721565,0.10752761,0.113492938,0.109991511,183,39.87670954,-121.3926232,2.076196102,0.763418078,0.392405063,5,22,
0000b41e45a508b01255_44,26.25638683,30.75953929,15.53859937,12.21939955,263,1.21498E+12,696,1.780375806,1.838996319,1.885030877,1.850481016,0.657310367,0.672433615,0.684162736,0.682214558,0.256177932,0.274679542,0.285520196,0.278770566,0.278692813,0.249930273,0.241387482,0.265670044,0.053050776,0.051788126,0.051789972,0.060487656,0.075001644,0.072812603,0.067177363,0.075791605,183,39.77591856,-121.5459656,1.646563142,0.610264182,0.19764322,5,22,
0000b41e45a508b01255_45,5.547949121,5.77528004,6.629524503,1.690358765,147,1.21498E+12,1343,1.826991476,1.706589453,1.592104697,1.508054385,0.718346477,0.677089989,0.648597538,0.630830467,0.381593138,0.301204234,0.250053048,0.22233969,0.146435594,0.182732331,0.240328393,0.25584423,0.021547502,0.051760686,0.062501218,0.068060449,0.056726397,0.103921928,0.114734221,0.112625346,183,39.94219672,-121.3565109,1.991233563,0.733282089,0.421815902,5,15,
0000b41e45a508b01255_46,18.19853565,19.66947804,7.396736329,9.890992586,200,1.21498E+12,1146,1.611439445,1.573870177,1.533184158,1.496965536,0.642299235,0.622351646,0.604812801,0.587105274,0.235621482,0.203550205,0.1845285,0.162894741,0.180751712,0.221536425,0.202744255,0.251858542,0.037218656,0.045424869,0.059878268,0.08420693,0.040951767,0.053185352,0.059250468,0.090098565,183,39.91551676,-121.3694467,1.608081472,0.62396431,0.221183807,5,30,
0000b41e45a508b01255_47,35.08474881,32.72523444,15.06095522,16.82719186,242,1.21498E+12,765,2.138364314,2.077225698,2.005950757,1.920407571,0.776905239,0.75197351,0.729279339,0.717499256,0.388223141,0.364069045,0.342400372,0.325312078,0.160198331,0.236171505,0.338594671,0.358365695,0.024671311,0.052967255,0.08433063,0.103259925,0.013164195,0.06111954,0.105964635,0.124499019,183,39.79559167,-121.552703,1.971866156,0.771683693,0.400907725,5,17,
0000b41e45a508b01255_48,13.11400773,11.86324437,6.569738609,6.84883034,85,1.21498E+12,1226,1.726223784,1.654933265,1.546657224,1.413660409,0.702285349,0.692375183,0.673075497,0.642650723,0.346176565,0.320674151,0.273020685,0.238760009,0.386968141,0.370785369,0.353105463,0.372164388,0.092428652,0.091587545,0.086646254,0.095628951,0.152879752,0.158184764,0.147251646,0.145764603,183,39.83790232,-121.478592,1.707443654,0.721717358,0.400390089,5,11,
0000b41e45a508b01255_49,19.23537469,17.04014076,6.569392198,8.956778861,344,1.21498E+12,1246,1.739467623,1.748758413,1.751288387,1.676301076,0.697049737,0.674614549,0.660348237,0.640949667,0.341100276,0.310455531,0.274446338,0.250551105,0.173450613,0.208655295,0.220919358,0.296647312,0.016573824,0.040498567,0.057477522,0.075038872,0.039286567,0.066697969,0.083245528,0.099911322,183,39.93465087,-121.3686382,1.656916005,0.701149404,0.360661894,5,21,
0000b41e45a508b01255_50,10.34618405,12.41721837,4.873809366,5.507238289,176,1.21498E+12,1040,1.225606864,1.181239748,1.155027833,1.175864431,0.514688015,0.508850455,0.510085702,0.524920285,0.110968359,0.107524671,0.109015889,0.117938071,0.158883209,0.219584175,0.243622506,0.269434865,0.058997625,0.07132797,0.067391848,0.076153958,0.072104885,0.07244916,0.073683912,0.087684907,183,39.8238886,-121.5173992,1.208420737,0.535629034,0.109401301,5,18,
0000b41e45a508b01255_53,6.785121546,11.75518851,2.285403172,6.034303918,102,1.21498E+12,1313,1.160832079,1.121520674,1.131174234,1.1343128,0.505847216,0.486788243,0.482007563,0.489746749,0.096481837,0.073426127,0.078164652,0.083002217,0.253440031,0.32376047,0.31604824,0.2877689,0.091849698,0.12652598,0.124599726,0.114171013,0.089392642,0.120418654,0.11610982,0.102069205,183,39.90554546,-121.3842689,1.03296391,0.482262701,0.064738289,5,9,
0000b41e45a508b01255_54,4.29650508,-0.095428771,-0.117541598,0.75885066,182,1.21498E+12,1393,0.84815174,0.867546734,0.898271692,0.924488214,0.366601646,0.370453686,0.376571596,0.38251847,-0.065868497,-0.070265226,-0.075852491,-0.077292494,0.1527761,0.130969777,0.123380241,0.132354774,0.074441751,0.066445045,0.05951591,0.058124088,0.089120951,0.077021408,0.071603168,0.066647592,183,39.97103264,-121.2902153,0.880895164,0.382985979,-0.067710735,5,34,
0000b41e45a508b01255_56,7.391767997,17.47011471,7.975302084,4.616463153,118,1.21498E+12,1429,1.068360436,1.071079377,1.087024094,1.104048048,0.402520508,0.41618064,0.436115384,0.451777369,-0.007033333,0.012674503,0.025563866,0.046718124,0.114285214,0.147167375,0.182502517,0.214297676,0.036531772,0.050253482,0.071569938,0.092213978,0.030161056,0.045383209,0.063533642,0.087121475,183,39.91955917,-121.3799569,0.948844884,0.380116969,-0.035707939,5,28,
0000b41e45a508b01255_57,12.93694258,12.29190288,7.249993643,6.589724386,340,1.21498E+12,673,2.22337452,2.202081614,2.20276775,2.18870839,0.816319823,0.814206183,0.812245727,0.809154749,0.422056019,0.423648804,0.436699748,0.441792488,0.108064963,0.137571717,0.142371391,0.158982291,0.011085922,0.014154096,0.012440873,0.014034643,0.033235813,0.028792696,0.030910756,0.029515375,183,39.81337831,-121.4696986,2.179847783,0.810519814,0.409820348,5,7,
0000b41e45a508b01255_58,10.58498577,2.60345918,0.407940399,2.083119412,264,1.21498E+12,1312,1.794607155,1.73276396,1.669449383,1.619797665,0.708032608,0.710709572,0.702287018,0.693975151,0.37995252,0.369946897,0.34887892,0.33220306,0.166910257,0.187803133,0.174377826,0.187932357,0.024408567,0.035601662,0.036753407,0.043222981,0.05059881,0.064904151,0.073948839,0.080332961,183,39.87778751,-121.4128353,2.107550919,0.730661333,0.461510658,5,17,
0000b41e45a508b01255_59,24.69338891,22.0342648,10.27741667,12.92156099,111,1.21498E+12,774,2.113650378,2.045139623,1.947497036,1.893358727,0.813877583,0.789730072,0.759116232,0.745011747,0.419656366,0.396776378,0.362968028,0.345101088,0.102973956,0.206996699,0.382891655,0.453686334,0.01285839,0.057604742,0.11492635,0.136635316,0.028180336,0.072287515,0.121148789,0.141923779,183,39.79316621,-121.4855988,2.07315497,0.801852822,0.402298838,5,28,
0000b41e45a508b01255_60,3.478471808,9.009445034,6.690154672,3.621801845,40,1.21498E+12,536,1.977612882,2.02924188,1.985488545,1.954250862,0.711832225,0.726669014,0.722475052,0.708247125,0.278263986,0.291970491,0.280732572,0.273703635,0.305361082,0.262381519,0.258682561,0.257243088,0.068736595,0.052400458,0.048292961,0.062128222,0.096386224,0.078312468,0.074931511,0.070803074,183,39.83008697,-121.4117573,1.825331971,0.65722692,0.221611291,5,16,
0000b41e45a508b01255_61,23.66104386,20.83170448,6.207876504,12.01658638,0,1.21498E+12,1117,1.500383005,1.586920447,1.694669379,1.797337479,0.656991541,0.691533625,0.717598498,0.738963187,0.293825656,0.318704069,0.356547922,0.393407643,0.136982937,0.195051579,0.226021699,0.260868516,0.030851451,0.041071027,0.0495606,0.053502794,0.026703994,0.043357025,0.067742695,0.077140774,183,39.84221423,-121.5052719,1.483575248,0.689163744,0.286240786,5,15,
0000b41e45a508b01255_62,-5.471883076,0.626326897,0.671414917,-0.964877836,224,1.21498E+12,1197,1.578731843,1.580693944,1.595583082,1.62880339,0.571882844,0.575699687,0.57589215,0.587924361,0.148678735,0.142250136,0.14311409,0.153464854,0.221453116,0.213385091,0.21836752,0.220133468,0.031001523,0.043331541,0.050416138,0.05439509,0.032549371,0.040631137,0.041860648,0.047576496,183,40.01630773,-121.2735066,1.669513237,0.60618633,0.195363298,5,34,
0000b41e45a508b01255_63,19.55986705,17.92467862,10.68505664,8.512515348,187,1.21498E+12,1227,1.610064117,1.631928905,1.63865468,1.607306162,0.681940794,0.688535273,0.683190107,0.669938505,0.264024645,0.285087258,0.282582879,0.267563879,0.139904701,0.258967288,0.29063592,0.283851359,0.039659559,0.059139828,0.073732073,0.078548115,0.061830801,0.095658091,0.111610984,0.110458614,183,39.88641134,-121.3928927,1.503298052,0.650570095,0.227125406,5,18,
0000b41e45a508b01255_64,-4.831325915,0.638004495,1.880295692,-1.373516008,289,1.21498E+12,1227,1.670065441,1.694842431,1.832204086,1.918796594,0.62672925,0.650162041,0.69296515,0.721186757,0.230863675,0.246386021,0.277903736,0.302080601,0.169701477,0.185952854,0.248132607,0.247185887,0.032952449,0.042841511,0.059311589,0.063234723,0.048247707,0.041432917,0.048518926,0.051569404,183,39.83412939,-121.3764535,1.539745462,0.620036125,0.24626866,5,39,
0000b41e45a508b01255_66,36.50733333,30.76822277,15.31965741,19.08095696,324,1.21498E+12,918,1.776724725,1.770624735,1.684177941,1.615624615,0.72846812,0.717763126,0.691510856,0.6623891,0.353740573,0.331391305,0.294885188,0.258695662,0.132229849,0.249331335,0.251982113,0.25723852,0.034083663,0.052399559,0.063040392,0.081079174,0.047553385,0.075866995,0.093430669,0.107639284,183,39.79720863,-121.475358,1.794292753,0.740050793,0.346086949,5,18,
0000b41e45a508b01255_67,6.564955103,4.855905252,3.063509055,2.144285841,77,1.21498E+12,1344,1.452401161,1.600054238,1.710337859,1.76778544,0.585050642,0.6312536,0.663689673,0.680600047,0.203895912,0.240636289,0.281874299,0.307904154,0.13172693,0.231124173,0.267278836,0.313597573,0.033031901,0.055977117,0.07241962,0.084428723,0.045466064,0.07087634,0.098252548,0.119318922,183,39.94381369,-121.3759145,1.486068111,0.590551198,0.148514852,5,32,
0000b41e45a508b01255_68,3.517701417,3.166675002,5.066062174,1.182379095,166,1.21498E+12,1296,2.196073338,2.15304196,2.111269306,2.064977502,0.813594222,0.810971081,0.799631357,0.791376531,0.375841707,0.393999368,0.385976076,0.369407296,0.103946679,0.104321077,0.144074754,0.176031574,0.017933998,0.022378957,0.025045369,0.036356684,0.007095049,0.036910166,0.044433044,0.062482362,183,39.84005827,-121.3686382,2.101831729,0.798820078,0.374042362,5,15,
0000b41e45a508b01255_69,18.38718961,21.61607362,11.16416987,11.90421123,224,1.21498E+12,675,1.968374937,1.977427534,1.977811541,1.928533938,0.738410771,0.745517075,0.74482739,0.736756146,0.368249834,0.378944844,0.378611505,0.370167494,0.199921168,0.172724053,0.178227795,0.222835061,0.050186766,0.044472347,0.046160453,0.050568934,0.04731682,0.043714889,0.044482361,0.051349463,183,39.7888543,-121.503116,1.747799068,0.726253271,0.368541896,5,5,
0000b41e45a508b01255_70,27.64061383,25.46077955,13.25406237,12.9246372,104,1.21498E+12,783,1.927612245,1.963489813,1.941483494,1.920420374,0.732503176,0.724627912,0.728006542,0.724448085,0.297076732,0.288718551,0.297461569,0.294056028,0.207053998,0.223399704,0.207435897,0.205271516,0.036790224,0.047306277,0.04291883,0.044778235,0.043893162,0.057477903,0.065622187,0.066973555,183,39.88560286,-121.375106,2.005186548,0.748135388,0.280252099,5,31,
0000b41e45a508b01255_71,9.613944456,12.48866323,5.949141998,5.70666715,126,1.21498E+12,629,1.76226777,1.851551111,1.901007073,1.901385166,0.656121254,0.691316426,0.71860379,0.725682557,0.225299969,0.254134625,0.285016358,0.294039339,0.277130062,0.241104024,0.218162061,0.230533365,0.104680033,0.078152098,0.067545898,0.065505388,0.105877977,0.08628477,0.082644331,0.081659415,183,39.82011567,-121.4292745,1.840922708,0.702018917,0.27929312,5,29,
0000b41e45a508b01255_72,23.01225176,23.22451897,12.37794278,10.40333585,121,1.21498E+12,691,1.954476039,1.926028713,1.93015575,1.954069288,0.758490324,0.742020428,0.745933771,0.75090462,0.312421262,0.301877201,0.310434043,0.322323322,0.150643332,0.16892685,0.151138715,0.153621568,0.026191966,0.036824323,0.030945606,0.032698004,0.030392797,0.03336549,0.0364556,0.044337317,183,39.76621676,-121.5314129,2.165187682,0.778708279,0.329619288,5,12,
