system:index,RdEVI,RdNBR,RdNBR2,RdNDVI,aspect,date,elev,focal_mean_evi_1,focal_mean_evi_2,focal_mean_evi_3,focal_mean_evi_4,focal_mean_ndvi_1,focal_mean_ndvi_2,focal_mean_ndvi_3,focal_mean_ndvi_4,focal_mean_ndwi_1,focal_mean_ndwi_2,focal_mean_ndwi_3,focal_mean_ndwi_4,het_evi_1,het_evi_2,het_evi_3,het_evi_4,het_ndvi_1,het_ndvi_2,het_ndvi_3,het_ndvi_4,het_ndwi_1,het_ndwi_2,het_ndwi_3,het_ndwi_4,julian_day,lat,lon,median_evi,median_ndvi,median_ndwi,satellite,slope,.geo
0000a86d41c6658b4cbb_220,21.554984852822553,16.484423941179006,7.408843719571048,7.233886493979741,339,557305200000,1934,1.7456453606936484,1.6103855410059642,1.5520314269891755,1.4471981616594527,0.6064743995666504,0.5685016512870789,0.5489426851272583,0.5321825742721558,0.2716158628463745,0.23473764955997467,0.20942634344100952,0.1792168915271759,0.17657589376714777,0.22533324787591158,0.28300520184475964,0.29764132878867827,0.021343774580918448,0.05750884477715414,0.0727267282853843,0.08095113023132244,0.032802780159888224,0.07651173640218911,0.09693203629399672,0.11257804741509883,241,40.13596332646872,-120.4043865497981,1.7103255340793488,0.6189402341842651,0.29705214500427246,5,10,
0000a86d41c6658b4cbb_222,3.8218745108584207,20.89445872209325,3.467119793961026,2.6288346169403747,237,557305200000,1768,0.5103693816429123,0.5857259871403036,0.6686639513349248,0.7530067645364902,0.2249440997838974,0.26394689083099365,0.2938480079174042,0.32475388050079346,-0.09507124125957489,-0.0791008248925209,-0.05946982279419899,-0.04229673743247986,0.08281883237015993,0.1806918911384517,0.2351615238088479,0.2931139672292285,0.029115461582508148,0.06436104464743982,0.08078312565535456,0.0959996078211345,0.017017363013591177,0.05015509996649152,0.06445543414717639,0.07207161311437393,241,40.1268005105707,-120.43995983504924,0.43860894251242016,0.22529643774032593,-0.09134744107723236,5,9,
0000a86d41c6658b4cbb_223,11.886742223802907,46.89115660642407,9.979238107217105,6.831993431324249,183,557305200000,1860,0.8712275215391911,0.9202733260463107,0.9552006866949085,0.9916330525311234,0.3825475573539734,0.3965080678462982,0.4090212881565094,0.4240594208240509,-0.06857515126466751,-0.059727638959884644,-0.041127804666757584,-0.01707438938319683,0.06445616307573354,0.10489943315506625,0.12989035234045046,0.15870197897283408,0.02502745876226425,0.03190465392715584,0.04394710301248927,0.054125444633498505,0.03515173586357855,0.042810058917124694,0.060662907471097004,0.07817043946554984,241,40.122758091792164,-120.41678330071895,0.7743426755273042,0.3543936014175415,-0.11105815321207047,5,20,
0000a86d41c6658b4cbb_227,3.7039395435281115,14.390820732349894,8.166082674804619,2.5450086077003746,249,557305200000,1851,1.1986816321134062,1.1499433397671444,1.1393536353511444,1.1515094391920735,0.48485565185546875,0.4767153859138489,0.4715763330459595,0.4693863093852997,0.06672561913728714,0.05278591811656952,0.042224783450365067,0.04403142258524895,0.128657411516966,0.14902985824897955,0.14163644017729618,0.16206094737036839,0.03520599979493835,0.04099637828531792,0.0415125762373812,0.052449053398385466,0.04973549665101185,0.054370585080192255,0.05878944648940769,0.07030530938020006,241,40.12626152140023,-120.36504034035366,1.1644566377076666,0.5118052959442139,0.11516471207141876,5,8,
0000a86d41c6658b4cbb_228,-0.5540391831635619,30.651692024471252,5.84165016563691,0.35844070271834794,340,557305200000,1761,0.6364893683587763,0.7093407504295878,0.7090815335145559,0.717616959724648,0.29418423771858215,0.31388360261917114,0.31539762020111084,0.3194672763347626,-0.08480683714151382,-0.09254465252161026,-0.08875302225351334,-0.08302275836467743,0.1605911708012,0.17242918242757707,0.17390485812216647,0.1834175733913787,0.06184107045383818,0.06357934237390116,0.06333883814928455,0.06537099539635202,0.05265551647417701,0.048073216327633866,0.040934266272723396,0.04353225486553607,241,40.096078127853815,-120.32892806593206,0.6600849500631385,0.2924720346927643,-0.07890345901250839,5,7,
0000a86d41c6658b4cbb_230,7.574769467122715,16.603248136294564,6.5941603245863165,4.9111958000524325,53,557305200000,1454,1.2155713880843428,1.2453764916332781,1.2471948386210039,1.2260959283296988,0.5011881589889526,0.504690945148468,0.5029011368751526,0.49727028608322144,0.07290653139352798,0.08398057520389557,0.08202897012233734,0.07714059203863144,0.10771869896651837,0.09804732641353223,0.11262157645294125,0.15569841802212586,0.023582053582779865,0.025747399864019183,0.02825505568817962,0.03588614830186249,0.028017874664642176,0.02983994249494202,0.03595159454291571,0.045711157786575314,241,40.16479924708896,-120.39037283136584,1.168689485885722,0.48038116097450256,0.04346108436584473,5,5,
0000a86d41c6658b4cbb_231,6.930098304781814,5.769485793014941,1.9530208702203442,2.8839631495504006,316,557305200000,1822,1.01497058448947,1.316487052945201,1.46134715277751,1.526660879659321,0.38550883531570435,0.46751898527145386,0.5206420421600342,0.5458028316497803,-0.052856698632240295,0.05561502277851105,0.12702491879463196,0.1598404049873352,0.1723734205594991,0.2940530843984685,0.3291114692356213,0.32427661944121733,0.03508591683510047,0.08434366831267678,0.09508412775885992,0.09495619670119772,0.051532985341675226,0.1241170053784037,0.15018470084270433,0.1492385701596341,241,40.12572253222976,-120.34294178436433,0.8202135519279483,0.3395785093307495,-0.13783136010169983,5,15,
0000a86d41c6658b4cbb_234,16.170238918446323,11.216376148914074,3.804009081965792,6.793918141321951,209,557305200000,1902,1.1697944193492573,1.1481287712537886,1.1588537547573834,1.18569369972852,0.48046544194221497,0.47888293862342834,0.4759187698364258,0.47986340522766113,0.11849203705787659,0.10734137147665024,0.11827737092971802,0.11849873512983322,0.1498809981370034,0.2040028261422328,0.24180841900999092,0.25539483775133387,0.0408730950879456,0.06252474455653674,0.07373833815280796,0.0810689485278413,0.03784032704065057,0.05774160386007712,0.07711623192677346,0.08980532791064082,241,40.13219040227542,-120.42379015993508,1.215557439593048,0.4871236979961395,0.08912467211484909,5,12,
0000a9fddf645c28b710_0,6.786864955047193,-1.011766577524854,-1.028682388757747,1.5008455446033835,149,575452800000,1220,1.319067900004359,1.2933661869699298,1.3168501629416134,1.3564977528329483,0.5470461249351501,0.5394095778465271,0.5409262776374817,0.5422067642211914,0.10576606541872025,0.08350202441215515,0.08286098390817642,0.071487195789814,0.10447860378490086,0.12220380910834364,0.1417097555019104,0.17675930809092374,0.0341101404880108,0.04301674394465677,0.04755738996725025,0.04930297148128561,0.06729289495269185,0.08081165483068745,0.0866276062724998,0.0855346481120761,86,39.477588054737524,-120.98838131600421,1.692126909518214,0.6080225110054016,0.14680050313472748,5,14,
0000efb8128861348a8f_0,40.000572845435286,34.280412325069214,17.051035087538402,20.685104450455604,137,557218800000,1218,2.1164898202253557,2.093366253797104,2.1016761617454396,2.0868773948511525,0.8066678047180176,0.8000980615615845,0.7993302345275879,0.7991060018539429,0.5305385589599609,0.5199321508407593,0.5210888981819153,0.5137609839439392,0.13207088428022573,0.1804124862431724,0.19937091207320895,0.18631884181844663,0.014675501335185592,0.018139006722915303,0.019537886154146533,0.020492868787002985,0.017959818469889685,0.02983325428769467,0.03249483635240688,0.0453069484415441,240,39.53714635807465,-120.99781362648746,2.121691632711374,0.7967962026596069,0.49070975184440613,5,9,
