A. Organization Codes,,B. Fire_Information,,,C. Plot Characteristics,,,,,,,,D. Location Information,,,,,,E. Biophysical Setting,,,,,,F. Vegetation and Ground Cover (GC) Characteristics (%Cover),,,,,,,,,,,,,,,G. Species Dominance,,,,,,H. Potential Vegetation,,I. Ground Cover (GC) Information,,,,,,,,,,J. Site Photos and Notes,,,,,,K. CBI results from FIRESEV CBI-Modified Form (specifically designed for FIRESEV data collection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. CBI Index Values by Stratum and fuels (calculated from percentages in FIRESEV form for the Key and Benson 2007 CBI form),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. FIREHARM_CBI_Estimates,,N. GeoCBI Estimates,
Organization,Project,FireDate,FireName,State,PlotID,Collection Date,FIRESEV_Examiner,Measurement_Units,Plot_Radius,Plot_Type,SampleEvent,LocType,Northing,Easting,UTM_Zone,Datum,GPS_Error,GPS_Err_Units,Elev,Aspect,Slope,Landform,Vertical_Slope_Shape,Horizontal_Slope_Shape,TotalTreeCover,SeedlingTreeCover,SaplingTreeCover,PoleTreeCover,MediumTreeCover,LargeTreeCover,VeryLargeTreeCover,TotalShrubCover,LowShrubCover,MediumShrubCover,TallShrubCover,GraminoidCover,ForbCover,FernCover,MossCover,UpperDominantSpecies1,UpperDominantSpecies2,MidDominantSpecies1,MidDominantSpecies2,LowerDominantSpecies1,LowerDominantSpecies2,PotentialVegTypeID,PotentialLifeform,BareSoilGC,GravelGC,RockGC,DuffGC,WoodGC,MossAndLichenGC,CharredGC,AshGC,BasalVegetationGC,WaterGC,Photo1 North-facing,Photo2 North-facing,Local1,Local2,Photo_Comments,FIRESEV_Comments,Plot_AreaBurned,A_FCovPre,A_FCovPost,A_Litter,A_Duff,A_FineFuel,A_LargeFuel,A_SoilRockCovCol,A_GreenBrown,A_GrayBlack,A_Red,B_FCov_Pre,B_FCov_Post,B_Altered,B_PctLive,B_Comp,B_Twig,B_TwgSpp,B1_FCov_Pre,B1_FCov_Post,B1_Altered,B1_PctLive,B1_Comp,B2_FCov_Pre,B2_FCov_Post,B2_Altered,B2_PctLive,B2_Comp,B2_Twig,B2_TwgSpp,C_FCov_Pre,C_FCov_Post,C_Altered,C_PctLive,C_CovChange,C_Comp,C_Twig,C_TwgSpp,D_FCov_Pre,D_FCov_Post,D_Green,D_BlackBrown,D_PctLive,D_Twig,D_TwgSpp,E_FCov_Pre,E_FCov_Post,E_Green,E_BlackBrown,E_PctLive,F_FCov_Pre,F_FCov_Post,F_Green,F_BlackBrown,F_PctLive,FIRESEV_Burn_Severity_Comments,LS_BurnSev,FIRESEV_Burn_Severity_FH_Overall,FH_Overstory,FH_Fuel,FH_Soil,EVT_pre,EVT_post,SS_pre,SS_post,ESP,A_Litter_cbi,A_Duff_cbi,A_FineFuel_cbi,A_LargeFuel_cbi,A_SoilColFracCov_cbi,cbi_A,B_Altered_cbi,B_PctLive_cbi,B_Comp_cbi,cbi_B_t,cbi_B,B1_Altered_cbi,B1_PctLive_cbi,B1_Comp_cbi,cbi_B1,B2_Altered_cbi,B2_PctLive_cbi,B2_Comp_cbi,cbi_B2_t,cbi_B2,C_Altered_cbi,C_PctLive_cbi,C_Comp_cbi,cbi_C_t,cbi_C,D_Green_cbi,D_BlackBrown_cbi,D_PctLive_cbi,cbi_D_t,cbi_D,E_Green_cbi,E_BlackBrown_cbi,E_PctLive_cbi,cbi_E,F_Green_cbi,F_BlackBrown_cbi,F_PctLive_cbi,cbi_F,cbi_tot_t,cbi_tot,FIRESEV_Cbi_calc_FH_Overall,FH_Average,GeoCBI_post,GeoCBI_pre
UIFR,FIRESEV,9/12/2010,Canyon,CA,311102,8/15/2011,C. Bernau,,37.20000076,,,U,3936333,357100,11,WGS84,5,m,892,234,50,UMF,LI,CC,,,,,,,,20,20,,,60,10,0,0.5,,,,,,,,,,,,,,,,,,,311102_N_Ground.JPG,311102_N_Stand.JPG,,,,,98,40,40,98,98,80,,,98,0.5,0,,,,,,,,40,50,98,90,L,30,20,98,70,L,0,,,,,,,,,,,,,,,,,,,,,,,,,,,B2. Spp for smallest branch = Ambrosia deltoidia?,NLS,3,3,3,1,2114,2114,SH,SH,1114,2.999693909,2.999693909,2.44872972145699,NA,0.015304561,2.115855525,NA,NA,NA,NA,NA,2.99969390878482,0.306091215182124,1,1.43526170798898,2.99969390878482,0.918273645546373,1,1.2294918885828,1.6393225181104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.593536374,1.730146584,3,2.333333333,1.719852334,1.73840331691571
UIFR,FIRESEV,9/12/2010,Canyon,CA,311103,8/15/2011,C. Bernau,,37.20000076,,,U,3936065,357241,11,WGS84,5,m,875,228,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311103_N_Ground.JPG,311103_N_Stand.JPG,,,"Shrubs left 9067
311103_Extra_Shrubs.JPG","Rapid Assessment

Shrub dominated to Oat dominated",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,MS,3,3,3,1,2114,2114,SH,HE,1114,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,2.333333333,,NA
UIFR,FIRESEV,9/12/2010,Canyon,CA,311104,8/15/2011,C. Bernau,,37.20000076,,,U,3935838,355919,11,WGS84,5,m,700,182,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311104_N_Ground.JPG,311104_N_Stand.JPG,,,,"Rapid Assessment

Oak tree to oak shrub",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,SR,3,3,3,1,2114,2114,PO,SH,1114,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,2.333333333,,NA
UIFR,FIRESEV,9/12/2010,Canyon,CA,311105,8/15/2011,C. Bernau,,37.20000076,,,U,3935770,355718,11,WGS84,5,m,686,182,10,UMF,LI,LI,,,,,,,,,,,,50,40,,,,,,,BRRU,BRDI3,1114,CF,10,10,0,0.5,0,0,0.5,0,10,0,311105_N_Ground.JPG,311105_N_Stand.JPG,,,XT,,98,20,20,98,98,,,,98,0.5,0,,,,,,,,80,80,98,98,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominated by annual introduced grasses,NLS,3,3,3,1,2114,2183,HE,HE,1114,2.999693909,2.999693909,NA,NA,0.015304561,2.004897459,NA,NA,NA,NA,NA,2.99969390878482,0.0612182430364249,0,1.02030405060708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512600755,1.512600755,3,2.333333333,1.217222732,1.21722273237425
UIFR,FIRESEV,9/12/2010,Canyon,CA,311106,8/15/2011,C. Bernau,,37.20000076,,,U,3935745,355494,11,WGS84,5,m,674,252,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311106_N_Ground.JPG,311106_N_Stand.JPG,,,,Rapid Assessment,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,MS,2,2,3,1,2114,2114,MA,MA,1114,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,,NA
UIFR,FIRESEV,5/15/2010,Cotton,CA,321001,8/16/2011,T. Moran,,37.20000076,,,U,3882118,235895,11,WGS84,5,m,531,214,3,HIL,LI,LI,,,,,,,,,,,,0.5,20,0,0,,,,,,,1108,SU,10,0.5,0,60,0,0,0.5,0,0.5,0,321001_N_Ground.JPG,321001_N_Stand.JPG,,,Nikon Coolpix (purple),,90,80,80,30,,10,,,98,0.5,0,,,,,,,,20,20,98,90,L,0.5,0.5,50,50,M,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NLS,1,1,1,1,2108,2108,HE,HE,1108,0.918273646,,0.306091215182124,NA,0.015304561,0.41322314,NA,NA,NA,NA,NA,2.99969390878482,0.306091215182124,1,1.43526170798898,1.53045607591062,1.53045607591062,2,1.26522803795531,1.68697071727375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.037904295,1.178485189,1,1,0.622950953,0.622950952816775
UIFR,FIRESEV,5/15/2010,Cotton,CA,321002,8/16/2011,T. Moran,,37.20000076,,,U,3882281,235749,11,WGS84,5,m,330,289,43,HIL,LI,LI,,,,,,,,0.5,0.5,,,3,3,0,0,,,,,,,1108,SU,20,10,10,40,0,0,0.5,0,0.5,0,321002_N_Ground.JPG,321002_N_Stand.JPG,,,Nikon Coolpix,,80,60,60,80,,70,,,98,0.5,0,,,,,,,,40,40,98,98,U,0.5,0.5,60,40,M,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NLS,1,1,1,1,2108,2108,HE,HE,1108,2.448729721,,2.14263850627487,NA,0.015304561,1.535557596,NA,NA,NA,NA,NA,2.99969390878482,0.0612182430364249,0,1.02030405060708,1.83654729109275,1.83654729109275,2,1.41827364554637,1.89103152739516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.324711764,1.482297725,1,1,1.332250085,1.33225008515224
UIFR,FIRESEV,5/15/2010,Cotton,CA,321003,8/16/2011,T. Moran,,37.20000076,,,U,3882449,236322,11,WGS84,5,m,562,144,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321003_N_Ground.JPG,321003_N_Stand.JPG,,,Nikon Coolpix,Rapid Assessment,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,MS,1,1,1,1,2108,2108,SH,SH,1108,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,,NA
UIFR,FIRESEV,5/15/2010,Cotton,CA,321004,8/16/2011,T. Moran,,37.20000076,,,U,3882328,236526,11,WGS84,5,m,586,244,45,HIL,LI,CV,,,,,,,,10,0.5,3,10,50,10,0,0.5,,,,,BRRU,,1108,SU,10,10,20,30,0.5,0.5,0.5,0,0.5,0,321004_N_Ground.JPG,321004_N_Stand.JPG,,,Nikon Coolpix,,80,40,40,20,,40,,,98,0.5,0,,,,,,,,50,50,98,98,U,3,3,30,98,U,0,,10,10,20,90,,U,0,,,,,,,,,,,,,,,,,,,"B2. Species for smallest branch = Ephedra
C.   Species for smallest branch = Ephedra",NLS,1,1,1,1,2108,2108,SH,SH,1108,0.61218243,,1.2243648607285,NA,0.015304561,0.617283951,NA,NA,NA,NA,NA,2.99969390878482,0.0612182430364249,0,1.02030405060708,0.918273645546373,0.0612182430364249,0,0.244872972145699,0.326497296194266,0.612182430364248,0.306091215182124,0,0.229568411386593,0.306091215182124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423426181,0.461687583,1,1,0.774242375,0.774242374713101
UIFR,FIRESEV,5/15/2010,Cotton,CA,321005,8/16/2011,T. Moran,,37.20000076,,,U,3882148,236793,11,WGS84,,m,560,68,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321005_N_Ground.JPG,321005_N_Stand.JPG,,,Nikon Coolpix,Rapid Assessment,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,NLS,1,1,1,1,2108,2108,HE,HE,1108,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,,NA
UIFR,FIRESEV,5/15/2010,Cotton,CA,321006,8/16/2011,T. Moran,,37.20000076,,,U,3882385,237043,11,WGS84,6,m,558,306,34,HIL,LI,LI,3,0,0,3,0,0,0,,,,,20,10,0,0.5,,,,,,,1019,OT,10,0.5,0.5,10,3,0.5,0.5,0,0.5,0,321006_N_Ground.JPG,321006_N_Stand.JPG,,,Nikon Coolpix,"Mid Dom Spp 1 = Juniperus spp.

Potential Lifeform = PJ Woodland",70,60,70,60,70,40,3,,98,0.5,0,20,20,90,90,L,3,,,,,,,,,,,,,,3,0.5,98,0,,H,0,,10,3,30,70,50,0,,,,,,,,,,,,"C. Species for smallest branch = Juniperus spp.
D. Species for smallest branch = Juniperus ssp.",MS,2,2,2,1,2019,2019,PO,PO,1019,1.836547291,2.142638506,1.2243648607285,0.0918273645546373,0.015304561,1.062136517,2.75482093663912,0.306091215182124,1,1.76522803795531,1.35363738394041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,2.14263850627487,2.14263850627487,1.53045607591062,1.45393327211509,1.93857769615345,NA,NA,NA,NA,NA,NA,NA,NA,1.636612335,1.843638404,2,1.666666667,1.163081689,1.28222926561147
UIFR,FIRESEV,5/15/2010,Cotton,CA,321007,8/16/2011,T. Moran,,37.20000076,,,U,3882886,236918,11,WGS84,,m,572,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321007_N_Ground.JPG,321007_N_Stand.JPG,,,Nikon Coolpix,Rapid Assessment,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,NLS,1,1,1,1,2019,2019,PO,PO,1019,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,,NA
UIFR,FIRESEV,5/15/2010,Cotton,CA,321101,8/16/2011,C. Bernau,,37.20000076,,,U,3882280,236066,11,WGS84,4,m,558,78,70,UMF,LI,CC,,,,,,,,,,,,30,20,0,0,,,,,BRRU,,1108,SU,40,10,3,0.5,0.5,0,0.5,0,3,0,321101_N_Ground.JPG,321101_N_Stand.JPG,,,XT,Lower Dom spp 2 = Annual forb,98,50,50,80,98,,,,98,0.5,,,,,,,,,50,50,98,98,U,10,0.5,98,3,H,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,3,3,3,1,2108,2184,SH,HE,1108,2.448729721,2.999693909,NA,NA,,2.724211815,NA,NA,NA,NA,NA,2.99969390878482,0.0612182430364249,0,1.02030405060708,2.99969390878482,2.96908478726661,3,2.24219467401286,2.98959289868381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99557018,2.244702921,3,2.333333333,1.877816813,1.97383383884761
UIFR,FIRESEV,5/15/2010,Cotton,CA,321102,8/16/2011,C. Bernau,,37.20000076,,,U,3882555,236086,11,WGS84,3,m,598,122,35,UMF,LI,LI,,,,,,,,10,3,10,0,10,30,0,0,,,,,,,1108,SU,20,20,30,0.5,0.5,0,0.5,0,3,0,321102_N_Ground.JPG,321102_N_Stand.JPG,,,XT,"Mid dom spp 1 = ephedra
Lower dom spp 1 = Storks bill (Erodium)",98,40,50,70,98,70,,,98,0.5,0,,,,,,,,40,40,98,98,L,10,3,70,20,M,0,,20,10,98,80,10,L,0,,,,,,,,,,,,,,,,,,,C. Species for smallest branch = Ephedra,MS,3,3,3,1,2108,2108,SH,SH,1108,2.142638506,2.999693909,2.14263850627487,NA,0.015304561,1.825068871,NA,NA,NA,NA,NA,2.99969390878482,0.0612182430364249,1,1.35363738394041,2.14263850627487,2.44872972145699,2,1.64784205693297,2.19712274257729,2.99969390878482,0.612182430364248,1,1.15296908478727,1.53729211304969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.489018978,1.681180492,3,2.333333333,1.624885711,1.63513927150291
UIFR,FIRESEV,5/15/2010,Cotton,CA,321103,8/16/2011,C. Bernau,,37.20000076,,,U,3882688,235968,11,WGS84,6,m,586,332,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321103_N_Ground.JPG,321103_N_Stand.JPG,,,,Rapid Assessment,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,MS,2,2,2,1,2108,2108,SH,SH,1108,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1.666666667,,NA
UIFR,FIRESEV,5/15/2010,Cotton,CA,321104,8/16/2011,C. Bernau,,37.20000076,,,U,3883052,236294,11,WGS84,5,m,599,102,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321104_N_Ground.JPG,321104_N_Stand.JPG,,,,Rapid Assessment,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,SR,3,3,3,1,2108,2184,SH,HE,1108,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,2.333333333,,NA
UIFR,FIRESEV,5/15/2010,Cotton,CA,321105,8/16/2011,C. Bernau,,37.20000076,,,U,3883320,236525,11,WGS84,4,m,602,42,40,UMF,LI,LI,40,,,40,,,,3,3,,,30,0.5,,10,,,,,,,1019,OT,20,10,3,60,0.5,10,0.5,0,3,0,321105_N_Ground.JPG,321105_N_Stand.JPG,,,"Burned portion of plot 9085
321105_Extra.JPG","Mid Dom Spp 1 = Juniperus spp.
Lower Dom Spp 1 = Poa spp.

Potential lifeform",20,30,40,20,20,,,,98,0.5,0,,,,,,,,20,20,98,90,L,10,3,50,50,L,0,,,,,,,,,,50,50,80,20,98,0,,,,,,,,,,,,"D. Spp for smallest branch = Juniperus spp.

Juniper stand had some spotting throughout area",NLS,1,1,1,1,2019,2019,MA,MA,1019,0.61218243,0.61218243,NA,NA,0.015304561,0.41322314,NA,NA,NA,NA,NA,2.99969390878482,0.306091215182124,1,1.43526170798898,1.53045607591062,1.53045607591062,1,1.01522803795531,1.35363738394041,NA,NA,NA,NA,NA,0.612182430364248,0.612182430364248,0.0612182430364249,0.32139577594123,0.428527701254974,NA,NA,NA,NA,NA,NA,NA,NA,0.367309458,0.420875421,1,1,0.625853602,0.691497157061895
UIFR,FIRESEV,5/15/2010,Cotton,CA,321106,8/16/2011,C. Bernau,,37.20000076,,,U,3882597,236492,11,WGS84,4,m,573,128,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321106_N_Ground.JPG,321106_N_Stand.JPG,,,,"Rapid Assessment

Dominated by Ephedra resprouts",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,NLS,3,3,3,1,2108,2108,SH,SH,1108,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,2.333333333,,NA
UIFR,FIRESEV,6/11/2010,Eagle Rock,AZ,331001,7/30/2011,T. Moran,,37.20000076,,,U,3915136,411746,12,WGS84,6,m,2228,119,31,HIL,LI,LI,30,0,3,10,20,,,,,,,0.5,10,0,0,PIPO,,PIPO,,,,1054,CF,0.5,0.5,3,30,0.5,0,3,0.5,3,0,331001_N_Ground.JPG,331001_N_Stand.JPG,,,Nikon Coolpix,Lower Dom spp 1 = Ukn forb,80,40,60,,98,,,,,,,10,10,98,98,U,0,PIPO,,,,,,,,,,,,,0.5,0.5,98,0,,H,0,PIPO,0.5,0.5,0,98,0,0,PIPO,20,10,20,80,30,20,10,10,90,60,,MS,2,2,2,1,2054,2054,MA,MA,1054,,2.999693909,NA,NA,,2.999693909,2.99969390878482,0.0612182430364249,0,0.765228037955311,1.02030405060708,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,2.44872972145699,2.44872972145699,2.14263850627487,2.34669931639629,2.75482093663912,2.75482093663912,1.2243648607285,2.24466891133558,2.15030354,2.445345713,2,1.666666667,2.627788037,2.47306060942425
UIFR,FIRESEV,6/11/2010,Eagle Rock,AZ,331002,7/30/2011,T. Moran,,37.20000076,,,U,3914744,411992,12,WGS84,6,m,2205,144,2,HIL,LI,LI,60,0,10,20,3,20,10,,,,,3,10,0,0,PIPO,,PIPO,,,,1054,CF,0.5,0.5,0.5,30,3,0,0.5,0,10,0,331002_N_Ground.JPG,331002_N_Stand.JPG,,,Nikon Coolpix,Lower Dom Spp 1 = Ukn forb,40,20,20,40,20,10,10,,98,0.5,0,20,20,0.5,98,U,0,,,,,,,,,,,,,,10,10,0.5,98,,U,0,PIPO,20,20,98,3,98,0,PIPO,10,10,90,3,98,20,20,90,3,98,B. species for smallest branch = ukn forb,NLS,1,1,1,1,2054,2054,MA,MA,1054,1.224364861,0.61218243,0.306091215182124,0.306091215182124,0.015304561,0.492806856,0.0153045607591062,0.0612182430364249,0,0.0191307009488828,0.025507601265177,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0153045607591062,0.0612182430364249,0,0.0191307009488828,0.025507601265177,0.0612182430364249,0.0918273645546373,0.0612182430364249,0.0535659626568717,0.0714212835424957,0.306091215182124,0.0918273645546373,0.0612182430364249,0.153045607591062,0.306091215182124,0.0918273645546373,0.0612182430364249,0.153045607591062,0.148454239,0.15355576,1,1,0.166411591,0.166411590654015
UIFR,FIRESEV,6/11/2010,Eagle Rock,AZ,331003,7/30/2011,T. Moran,,37.20000076,,,U,3914608,412084,12,WGS84,7,m,2216,319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331003_N_Ground.JPG,331003_N_Stand.JPG,,,Nikon  Coolpix,Rapid Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,NLS,1,1,1,1,2054,2054,MA,MA,1054,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1,,NA
UIFR,FIRESEV,6/11/2010,Eagle Rock,AZ,331004,7/30/2011,T. Moran,,37.20000076,,,U,3914407,412139,12,WGS84,5,m,2225,65,3,HIL,LI,CC,30,3,3,10,10,,,,,,,0.5,60,0,0,,,,,VETH,,1054,CF,10,10,0.5,10,0.5,0,3,0.5,3,0,331004_N_Ground.JPG,331004_N_Stand.JPG,,,Nikon Coolpix,Lower Dom spp 2 = Ukn forb,98,10,30,90,98,20,10,,90,3,0,50,60,98,80,L,0,PIPO,,,,,,,,,,,,,3,0.5,98,0,,H,0,PIPO,10,3,0,98,0,0,PIPO,30,10,0,98,0,,,,,,,SR,3,3,3,2,2054,2182,PO,HE,1054,2.754820937,2.999693909,0.612182430364248,0.306091215182124,0.091827365,1.352923171,2.99969390878482,0.612182430364248,1,1.15296908478727,1.53729211304969,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,NA,NA,NA,NA,2.018385879,2.398285889,3,2.666666667,1.679825139,2.14635617724762
UIFR,FIRESEV,6/11/2010,Eagle Rock,AZ,331005,7/30/2011,T. Moran,,37.20000076,,,U,3913468,411593,12,WGS84,,m,2303,290,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331005_N_Ground.JPG,331005_N_Stand.JPG,,,Nikon Coolpix,Rapid Assessment,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,MS,2,2,2,1,2054,2054,PO,PO,1054,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,1.666666667,,NA
UIFR,FIRESEV,6/11/2010,Eagle Rock,AZ,331006,7/30/2011,T. Moran,,37.20000076,,,U,3913349,411745,12,WGS84,6,m,2317,281,18,HIL,LI,CV,,,,,,,,,,,,0.5,0.5,0,0,,,,,,,1054,CF,3,20,0.5,10,10,0,10,0.5,0.5,0,331006_N_Ground.JPG,331006_N_Stand.JPG,,,Nikon Coolpix,,98,20,90,98,98,98,80,,60,40,0,10,0.5,98,0.5,H,3,,,,,,,,,,,,,,3,0,98,0,,H,0,PIPO,10,0,0,98,0,0,PIPO,60,10,0,98,0,,,,,,,SR,3,3,3,2,2054,2006,PO,HE,1054,2.999693909,2.999693909,2.99969390878482,2.44872972145699,1.224364861,2.534435262,2.99969390878482,3.04560759106214,3,3.01132537496174,3.01510049994898,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,NA,NA,NA,NA,2.626359555,2.930149985,3,2.666666667,2.587181935,2.93918195389216
UIFR,FIRESEV,6/11/2010,Eagle Rock,AZ,331007,7/30/2011,T. Moran,,37.20000076,,,U,3913469,411876,12,WGS84,6,m,2327,309,33,HIL,LI,CC,,,,,,,,,,,,0.5,0.5,0,0,,,,,,,1054,CF,3,20,20,50,3,0.5,10,0.5,0.5,0,331007_N_Ground.JPG,331007_N_Stand.JPG,,,Nikon Coolpix,,98,30,70,80,98,10,20,,70,30,0.5,20,0.5,98,20,H,0,PIPO,,,,,,,,,,,,,3,3,98,0,,H,0,PIPO,10,3,0,98,0,0,PIPO,30,20,0,98,0,,,,,,,SR,3,3,3,2,2054,2006,PO,HE,1054,2.448729721,2.999693909,0.306091215182124,0.612182430364248,0.933578206,1.460055096,2.99969390878482,2.44872972145699,3,2.11210590756045,2.8161412100806,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,NA,NA,NA,NA,2.231639629,2.675482094,3,2.666666667,1.892271223,2.4817776987865
