lwr,mean,upr,param,radius
-1.9323864487097195,-0.016983610855827298,1.9485104529972845,b_het_ndvi.neighborhood_mean_ndvi_prior,3
-1.9686741231857137,0.006705147266157359,1.979249359796045,b_het_ndvi.preFire_ndvi_prior,3
-1.9281546979171158,-0.006490570941147723,1.9316613002832075,b_het_ndvi.fm100_prior,3
-2.618178150887466,-2.4503173268248286,-2.2881231144078167,b_intercept,4
-0.24223477995884532,-0.19472685147464006,-0.1483411852684413,b_het,4
-0.036287170084923735,-0.0017581816494039615,0.03333393285689099,b_topo_roughness,4
-0.3890723758074973,-0.29306929708566165,-0.19791259617044987,b_neighborhood_mean,4
1.0564398749365211,1.1323696174331814,1.208518289697423,b_preFire_ndvi,4
-0.7123697561166403,-0.5649500204613341,-0.4221730528651227,b_fm100,4
0.20936877762817854,0.24030533090043937,0.27231316151316687,b_pahl,4
