lwr,mean,upr,param,radius
-1.985464520384118,-0.008159939251906334,1.9492153684227063,b_het_ndvi.neighborhood_mean_ndvi_prior,3
-1.9275969528450019,0.002883105393190773,1.9261018524830242,b_het_ndvi.preFire_ndvi_prior,3
-1.963948627021444,0.0017072456741811977,1.9748182650576815,b_het_ndvi.fm100_prior,3
-2.5976057609177743,-2.4440621081716096,-2.2899868215129953,b_intercept,4
-0.24609264133917522,-0.20199490986066213,-0.15736330829560569,b_het,4
-0.02309362383173086,0.011034085469125132,0.04554254116485476,b_topo_roughness,4
-0.3884219808675301,-0.2984992281537641,-0.20735475814540444,b_neighborhood_mean,4
1.051755205139266,1.1263963453173595,1.2008351037594616,b_preFire_ndvi,4
-0.7153474386600629,-0.5732650707138394,-0.4386580480977663,b_fm100,4
0.21582871727928563,0.24607918195879158,0.27703534347527836,b_pahl,4
